,Unnamed: 0,ID,ANIO,LESIONADOS,FALLECIDOS,LATITUD_Y,LONGITUD_X,PROVINCIA,CANTON,PARROQUIA,ZONA,FECHA,HORA,PERIODO_2,DIA_1,DIA_2,MES_1,MES_2,FERIADO,CAUSA_PROBABLE,TIPO_DE_SINIESTRO,TIPO_DE_VEHICULO_1,AUTOMOVIL,BICICLETA,BUS,CAMION,CAMIONETA,EMERGENCIAS,ESPECIAL,FURGONETA,MOTOCICLETA,NO_IDENTIFICADO,SCOOTER_ELECTRICO,TRICIMOTO,VEHICULO_DEPORTIVO_UTILITARIO,SUMA_DE_VEHICULOS,EDAD_1,SEXO_1,CONDICION_1,PARTICIPANTE_1,CASCO_1,CINTURON_1,KMeans_Cluster
58,300,301,2017,1,0,-0.159629,-78.477284,PICHINCHA,QUITO,QUITO,URBANA,2017-01-04,06:45:00,6,MIERCOLES,3,ENERO,1,NO,"NO RESPETAR LAS SENIALES REGLAMENTARIAS DE TRANSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,MOTOCICLETA,0,0,0,0,0,0,0,0,1,0,0,0,1,2,47,HOMBRE,LESIONADO,CONDUCTOR PRESENTE,NO,NO,0
59,302,303,2017,1,0,-0.229687,-78.501878,PICHINCHA,QUITO,QUITO,URBANA,2017-01-04,07:10:00,7,MIERCOLES,3,ENERO,1,NO,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",PERDIDA DE PISTA,MOTOCICLETA,0,0,0,0,0,0,0,0,1,0,0,0,0,1,18,HOMBRE,LESIONADO,CONDUCTOR PRESENTE,NO,NO,0
60,307,308,2017,1,0,-0.206301,-78.510969,PICHINCHA,QUITO,QUITO,URBANA,2017-01-04,08:00:00,8,MIERCOLES,3,ENERO,1,NO,NO TRANSITAR POR LAS ACERAS O ZONAS DE SEGURIDAD DESTINADAS PARA EL EFECTO.,ATROPELLOS,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,1,0,0,0,1,50,HOMBRE,LESIONADO,PEATON,NO,NO,0
61,317,318,2017,1,0,-0.106899,-78.492293,PICHINCHA,QUITO,QUITO,URBANA,2017-01-04,10:30:00,10,MIERCOLES,3,ENERO,1,NO,"ADELANTAR O REBASAR A OTRO VEHICULO EN MOVIMIENTO EN ZONAS O SITIOS PELIGROSOS TALES COMO: CURVAS, PUENTES, TUNELES, PENDIENTES, ETC.",ROZAMIENTOS,AUTOMOVIL,1,0,0,0,0,0,0,0,1,0,0,0,0,2,29,HOMBRE,LESIONADO,CONDUCTOR PRESENTE,NO,NO,0
62,318,319,2017,0,0,-0.165522,-78.476861,PICHINCHA,QUITO,QUITO,URBANA,2017-01-04,11:00:00,11,MIERCOLES,3,ENERO,1,NO,"NO RESPETAR LAS SENIALES REGLAMENTARIAS DE TRANSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,AUTOMOVIL,2,0,0,0,0,0,0,0,0,0,0,0,0,2,50,HOMBRE,ILESO,CONDUCTOR PRESENTE,NO,NO,0
63,324,325,2017,1,0,-0.150289,-78.453334,PICHINCHA,QUITO,QUITO,RURAL,2017-01-04,13:50:00,13,MIERCOLES,3,ENERO,1,NO,NO GUARDAR LA DISTANCIA LATERAL MINIMA DE SEGURIDAD ENTRE VEHICULOS.,ROZAMIENTOS,MOTOCICLETA,0,0,0,0,0,0,0,0,1,1,0,0,0,2,41,HOMBRE,LESIONADO,CONDUCTOR PRESENTE,NO,NO,3
64,327,328,2017,1,0,-0.327989,-78.541367,PICHINCHA,QUITO,QUITO,URBANA,2017-01-04,14:00:00,14,MIERCOLES,3,ENERO,1,NO,NO CEDER EL DERECHO DE VIA O PREFERENCIA DE PASO AL PEATON.,ATROPELLOS,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,1,0,0,0,1,56,MUJER,LESIONADO,PEATON,NO,NO,0
65,330,331,2017,0,0,-0.159821,-78.488921,PICHINCHA,QUITO,QUITO,URBANA,2017-01-04,16:00:00,16,MIERCOLES,3,ENERO,1,NO,NO GUARDAR LA DISTANCIA LATERAL MINIMA DE SEGURIDAD ENTRE VEHICULOS.,ROZAMIENTOS,AUTOMOVIL,1,0,0,0,1,0,0,0,0,0,0,0,0,2,55,HOMBRE,ILESO,CONDUCTOR PRESENTE,NO,NO,0
66,331,332,2017,0,0,-0.202199,-78.488432,PICHINCHA,QUITO,QUITO,URBANA,2017-01-04,16:45:00,16,MIERCOLES,3,ENERO,1,NO,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",ESTRELLAMIENTOS,AUTOMOVIL,2,0,0,0,0,0,0,0,0,0,0,0,0,2,31,HOMBRE,ILESO,CONDUCTOR PRESENTE,NO,NO,0
67,332,333,2017,1,0,-0.275231,-78.552645,PICHINCHA,QUITO,QUITO,URBANA,2017-01-04,16:45:00,16,MIERCOLES,3,ENERO,1,NO,DEJAR O RECOGER PASAJEROS EN LUGARES NO PERMITIDOS.,CAIDA DE PASAJERO,BUS,0,0,1,0,0,0,0,0,0,0,0,0,0,1,24,MUJER,LESIONADO,PASAJERO,NO,NO,0
68,334,335,2017,0,0,-0.279964,-78.557372,PICHINCHA,QUITO,QUITO,URBANA,2017-01-04,17:40:00,17,MIERCOLES,3,ENERO,1,NO,"NO RESPETAR LAS SENIALES REGLAMENTARIAS DE TRANSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,AUTOMOVIL,2,0,0,0,0,0,0,0,0,0,0,0,0,2,45,HOMBRE,ILESO,CONDUCTOR PRESENTE,NO,NO,0
69,337,338,2017,1,0,-0.247813,-78.507398,PICHINCHA,QUITO,QUITO,URBANA,2017-01-04,18:05:00,18,MIERCOLES,3,ENERO,1,NO,NO CEDER EL DERECHO DE VIA O PREFERENCIA DE PASO AL PEATON.,ATROPELLOS,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,1,0,0,0,1,14,MUJER,LESIONADO,PEATON,NO,NO,0
70,339,340,2017,1,0,-0.147409,-78.440791,PICHINCHA,QUITO,ZAMBIZA,RURAL,2017-01-04,20:40:00,20,MIERCOLES,3,ENERO,1,NO,NO TRANSITAR POR LAS ACERAS O ZONAS DE SEGURIDAD DESTINADAS PARA EL EFECTO.,ATROPELLOS,AUTOMOVIL,1,0,0,0,0,0,0,0,0,0,0,0,0,1,74,HOMBRE,LESIONADO,PEATON,NO,NO,0
71,341,342,2017,0,0,-0.150393,-78.453592,PICHINCHA,QUITO,QUITO,RURAL,2017-01-04,22:15:00,22,MIERCOLES,3,ENERO,1,NO,NO MANTENER LA DISTANCIA PRUDENCIAL CON RESPECTO AL VEHICULO QUE LE ANTECEDE.,CHOQUE POSTERIOR,CAMIONETA,1,0,0,0,1,0,0,0,0,0,0,0,0,2,42,HOMBRE,ILESO,CONDUCTOR PRESENTE,NO,NO,3
72,343,344,2017,0,0,-0.340212,-78.549313,PICHINCHA,QUITO,QUITO,URBANA,2017-01-05,00:13:00,0,JUEVES,4,ENERO,1,NO,"CONDUCIR EN ESTADO DE SOMNOLENCIA O MALAS CONDICIONES FISICAS (SUENIO, CANSANCIO Y FATIGA).",ESTRELLAMIENTOS,AUTOMOVIL,1,0,0,0,0,0,0,0,0,0,0,0,0,1,31,HOMBRE,ILESO,CONDUCTOR PRESENTE,NO,NO,0
73,346,347,2017,0,0,-0.152094,-78.464619,PICHINCHA,QUITO,QUITO,URBANA,2017-01-05,04:05:00,4,JUEVES,4,ENERO,1,NO,"CONDUCIR EN ESTADO DE SOMNOLENCIA O MALAS CONDICIONES FISICAS (SUENIO, CANSANCIO Y FATIGA).",ESTRELLAMIENTOS,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-1,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR AUSENTE,NO,NO,2
74,351,352,2017,1,0,-0.240751,-78.529367,PICHINCHA,QUITO,QUITO,URBANA,2017-01-05,06:40:00,6,JUEVES,4,ENERO,1,NO,"NO RESPETAR LAS SENIALES REGLAMENTARIAS DE TRANSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,AUTOMOVIL,1,0,0,0,0,0,0,0,1,0,0,0,0,2,5,MUJER,LESIONADO,PASAJERO,NO,NO,0
75,352,353,2017,1,0,-0.273181,-78.495652,PICHINCHA,QUITO,CONOCOTO,RURAL,2017-01-05,06:45:00,6,JUEVES,4,ENERO,1,NO,NO CEDER EL DERECHO DE VIA O PREFERENCIA DE PASO AL PEATON.,ATROPELLOS,VEHICULO DEPORTIVO UTILITARIO,0,0,0,0,0,0,0,0,0,0,0,0,1,1,17,HOMBRE,LESIONADO,PEATON,NO,NO,3
76,353,354,2017,1,0,-0.202632,-78.450461,PICHINCHA,QUITO,CUMBAYA,RURAL,2017-01-05,06:50:00,6,JUEVES,4,ENERO,1,NO,DEJAR O RECOGER PASAJEROS EN LUGARES NO PERMITIDOS.,CHOQUE LATERAL,AUTOMOVIL,1,0,0,0,0,0,0,0,0,1,0,0,0,2,37,HOMBRE,LESIONADO,CONDUCTOR PRESENTE,NO,NO,3
77,355,356,2017,1,0,-0.094546,-78.437618,PICHINCHA,QUITO,CALDERON (CARAPUNGO),RURAL,2017-01-05,07:00:00,7,JUEVES,4,ENERO,1,NO,MALAS CONDICIONES DE LA VIA Y/O CONFIGURACION. (ILUMINACION Y DISENIO).,ATROPELLOS,FURGONETA,0,0,0,0,0,0,0,1,0,0,0,0,0,1,43,MUJER,LESIONADO,PEATON,NO,NO,3
78,359,360,2017,0,0,-0.153716,-78.467157,PICHINCHA,QUITO,QUITO,URBANA,2017-01-05,07:25:00,7,JUEVES,4,ENERO,1,NO,"NO RESPETAR LAS SENIALES REGLAMENTARIAS DE TRANSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,MOTOCICLETA,1,0,0,0,0,0,0,0,1,0,0,0,0,2,28,HOMBRE,ILESO,CONDUCTOR PRESENTE,NO,NO,0
79,360,361,2017,0,0,-0.094518,-78.472933,PICHINCHA,QUITO,QUITO,URBANA,2017-01-05,07:41:00,7,JUEVES,4,ENERO,1,NO,"NO RESPETAR LAS SENIALES REGLAMENTARIAS DE TRANSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,VEHICULO DEPORTIVO UTILITARIO,1,0,0,0,0,0,0,0,0,0,0,0,1,2,28,MUJER,ILESO,CONDUCTOR PRESENTE,NO,NO,0
80,361,362,2017,2,0,-0.099291,-78.388731,PICHINCHA,QUITO,CALDERON (CARAPUNGO),RURAL,2017-01-05,07:50:00,7,JUEVES,4,ENERO,1,NO,"CONDICIONES AMBIENTALES Y/O ATMOSFERICAS (NIEBLA, NEBLINA, GRANIZO, LLUVIA).",PERDIDA DE PISTA,VEHICULO DEPORTIVO UTILITARIO,0,0,0,0,0,0,0,0,0,0,0,0,1,1,72,MUJER,LESIONADO,PASAJERO,NO,NO,3
81,363,364,2017,1,0,-0.172629,-78.495352,PICHINCHA,QUITO,QUITO,URBANA,2017-01-05,08:00:00,8,JUEVES,4,ENERO,1,NO,NO CEDER EL DERECHO DE VIA O PREFERENCIA DE PASO A VEHICULOS.,CHOQUE LATERAL,VEHICULO DEPORTIVO UTILITARIO,0,0,0,0,0,0,0,0,1,0,0,0,1,2,28,HOMBRE,LESIONADO,CONDUCTOR PRESENTE,NO,NO,0
82,364,365,2017,0,0,-0.240408,-78.512838,PICHINCHA,QUITO,QUITO,URBANA,2017-01-05,08:05:00,8,JUEVES,4,ENERO,1,NO,NO CEDER EL DERECHO DE VIA O PREFERENCIA DE PASO AL PEATON.,ATROPELLOS,AUTOMOVIL,1,0,0,0,0,0,0,0,0,0,0,0,0,1,24,HOMBRE,ILESO,CONDUCTOR PRESENTE,NO,NO,0
83,365,366,2017,1,0,-0.172168,-78.491046,PICHINCHA,QUITO,QUITO,URBANA,2017-01-05,08:20:00,8,JUEVES,4,ENERO,1,NO,NO GUARDAR LA DISTANCIA LATERAL MINIMA DE SEGURIDAD ENTRE VEHICULOS.,PERDIDA DE PISTA,MOTOCICLETA,0,0,0,0,0,0,0,0,1,0,0,0,0,1,33,HOMBRE,LESIONADO,CONDUCTOR PRESENTE,NO,NO,0
84,366,367,2017,1,0,-0.188521,-78.448241,PICHINCHA,QUITO,NAYON,RURAL,2017-01-05,08:30:00,8,JUEVES,4,ENERO,1,NO,CONDUCIR VEHICULO SUPERANDO LOS LIMITES MAXIMOS DE VELOCIDAD.,PERDIDA DE PISTA,AUTOMOVIL,1,0,0,0,0,0,0,0,0,0,0,0,0,1,23,MUJER,LESIONADO,CONDUCTOR PRESENTE,NO,NO,3
85,367,368,2017,0,0,-0.133668,-78.501945,PICHINCHA,QUITO,QUITO,URBANA,2017-01-05,08:44:00,8,JUEVES,4,ENERO,1,NO,NO MANTENER LA DISTANCIA PRUDENCIAL CON RESPECTO AL VEHICULO QUE LE ANTECEDE.,COLISION,CAMIONETA,2,0,0,0,1,0,0,0,0,0,0,0,0,3,45,HOMBRE,ILESO,CONDUCTOR PRESENTE,NO,NO,0
86,368,369,2017,0,0,-0.291693,-78.477216,PICHINCHA,QUITO,CONOCOTO,RURAL,2017-01-05,09:51:00,9,JUEVES,4,ENERO,1,NO,DEJAR O RECOGER PASAJEROS EN LUGARES NO PERMITIDOS.,ROZAMIENTOS,BUS,0,0,2,0,0,0,0,0,0,0,0,0,0,2,25,HOMBRE,ILESO,CONDUCTOR PRESENTE,NO,NO,3
87,374,375,2017,0,0,-0.217662,-78.518864,PICHINCHA,QUITO,QUITO,URBANA,2017-01-05,13:00:00,13,JUEVES,4,ENERO,1,NO,"ADELANTAR O REBASAR A OTRO VEHICULO EN MOVIMIENTO EN ZONAS O SITIOS PELIGROSOS TALES COMO: CURVAS, PUENTES, TUNELES, PENDIENTES, ETC.",CHOQUE FRONTAL,AUTOMOVIL,2,0,0,0,0,0,0,0,0,0,0,0,0,2,35,HOMBRE,ILESO,CONDUCTOR PRESENTE,NO,NO,0
88,376,377,2017,0,0,-0.192272,-78.456115,PICHINCHA,QUITO,QUITO,URBANA,2017-01-05,13:45:00,13,JUEVES,4,ENERO,1,NO,PESO Y VOLUMEN - NO CUMPLIR CON LAS NORMAS DE SEGURIDAD NECESARIAS AL TRANSPORTAR CARGAS.,ESTRELLAMIENTOS,CAMION,0,0,0,1,0,0,0,0,0,0,0,0,0,1,59,HOMBRE,ILESO,CONDUCTOR PRESENTE,NO,NO,0
89,378,379,2017,1,0,-0.115779,-78.492347,PICHINCHA,QUITO,QUITO,URBANA,2017-01-05,13:50:00,13,JUEVES,4,ENERO,1,NO,NO CEDER EL DERECHO DE VIA O PREFERENCIA DE PASO AL PEATON.,ATROPELLOS,VEHICULO DEPORTIVO UTILITARIO,0,0,0,0,0,0,0,0,0,0,0,0,1,1,20,HOMBRE,LESIONADO,PEATON,NO,NO,0
90,380,381,2017,2,0,-0.105583,-78.499743,PICHINCHA,QUITO,QUITO,URBANA,2017-01-05,14:39:00,14,JUEVES,4,ENERO,1,NO,CONDUCIR VEHICULO SUPERANDO LOS LIMITES MAXIMOS DE VELOCIDAD.,VOLCAMIENTOS,CAMION,0,0,0,1,0,0,0,0,0,0,0,0,0,1,25,HOMBRE,LESIONADO,CONDUCTOR PRESENTE,NO,NO,0
91,385,386,2017,0,0,-0.190933,-78.480366,PICHINCHA,QUITO,QUITO,RURAL,2017-01-05,15:45:00,15,JUEVES,4,ENERO,1,NO,NO MANTENER LA DISTANCIA PRUDENCIAL CON RESPECTO AL VEHICULO QUE LE ANTECEDE.,CHOQUE POSTERIOR,MOTOCICLETA,1,0,0,0,0,0,0,0,1,0,0,0,0,2,28,HOMBRE,ILESO,CONDUCTOR PRESENTE,NO,NO,3
92,387,388,2017,0,0,-0.115465,-78.496709,PICHINCHA,QUITO,QUITO,URBANA,2017-01-05,16:55:00,16,JUEVES,4,ENERO,1,NO,"NO RESPETAR LAS SENIALES REGLAMENTARIAS DE TRANSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,AUTOMOVIL,2,0,0,0,0,0,0,0,0,0,0,0,0,2,56,HOMBRE,ILESO,CONDUCTOR PRESENTE,NO,NO,0
93,389,390,2017,1,0,-0.141295,-78.466121,PICHINCHA,QUITO,QUITO,URBANA,2017-01-05,17:30:00,17,JUEVES,4,ENERO,1,NO,"NO RESPETAR LAS SENIALES REGLAMENTARIAS DE TRANSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,MOTOCICLETA,0,0,0,0,0,0,0,0,1,0,0,0,1,2,33,HOMBRE,LESIONADO,CONDUCTOR PRESENTE,NO,NO,0
94,390,391,2017,0,0,-0.266449,-78.482689,PICHINCHA,QUITO,CONOCOTO,RURAL,2017-01-05,17:30:00,17,JUEVES,4,ENERO,1,NO,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTROPICAS Y/O MEDICAMENTOS.",OTROS,BUS,0,0,1,0,1,0,0,0,0,0,0,0,1,3,-1,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR AUSENTE,NO,NO,2
95,391,392,2017,0,0,-0.150039,-78.453592,PICHINCHA,QUITO,QUITO,RURAL,2017-01-05,17:40:00,17,JUEVES,4,ENERO,1,NO,NO CEDER EL DERECHO DE VIA O PREFERENCIA DE PASO A VEHICULOS.,COLISION,VEHICULO DEPORTIVO UTILITARIO,1,0,0,0,0,0,0,0,0,0,0,0,2,3,45,HOMBRE,ILESO,CONDUCTOR PRESENTE,NO,NO,3
96,392,393,2017,0,0,-0.167885,-78.489782,PICHINCHA,QUITO,QUITO,URBANA,2017-01-05,17:45:00,17,JUEVES,4,ENERO,1,NO,NO CEDER EL DERECHO DE VIA O PREFERENCIA DE PASO AL PEATON.,ATROPELLOS,CAMIONETA,0,0,0,0,1,0,0,0,0,0,0,0,0,1,32,HOMBRE,ILESO,CONDUCTOR PRESENTE,NO,NO,0
97,394,395,2017,0,0,-0.177264,-78.478029,PICHINCHA,QUITO,QUITO,URBANA,2017-01-05,18:10:00,18,JUEVES,4,ENERO,1,NO,NO CEDER EL DERECHO DE VIA O PREFERENCIA DE PASO A VEHICULOS.,CHOQUE LATERAL,AUTOMOVIL,2,0,0,0,0,0,0,0,0,0,0,0,0,2,30,HOMBRE,ILESO,CONDUCTOR PRESENTE,NO,NO,0
98,397,398,2017,0,0,-0.494218,-78.571186,PICHINCHA,MEJIA,ALOAG,RURAL,2017-01-05,19:00:00,19,JUEVES,4,ENERO,1,NO,NO CEDER EL DERECHO DE VIA O PREFERENCIA DE PASO A VEHICULOS.,CHOQUE LATERAL,CAMION,1,0,0,1,0,0,0,0,0,0,0,0,0,2,53,HOMBRE,ILESO,CONDUCTOR PRESENTE,NO,NO,3
99,400,401,2017,0,0,-0.100181,-78.471675,PICHINCHA,QUITO,QUITO,URBANA,2017-01-05,19:33:00,19,JUEVES,4,ENERO,1,NO,NO MANTENER LA DISTANCIA PRUDENCIAL CON RESPECTO AL VEHICULO QUE LE ANTECEDE.,COLISION,VEHICULO DEPORTIVO UTILITARIO,1,0,0,0,1,0,0,0,0,0,0,0,1,3,41,HOMBRE,ILESO,CONDUCTOR PRESENTE,NO,NO,0
100,410,411,2017,0,0,-0.171261,-78.452862,PICHINCHA,QUITO,QUITO,URBANA,2017-01-05,23:53:00,23,JUEVES,4,ENERO,1,NO,CONDUCIR VEHICULO SUPERANDO LOS LIMITES MAXIMOS DE VELOCIDAD.,ESTRELLAMIENTOS,CAMIONETA,0,0,0,0,1,0,0,0,0,0,0,0,0,1,38,HOMBRE,ILESO,CONDUCTOR PRESENTE,NO,NO,0
101,423,424,2017,0,0,-0.178641,-78.489103,PICHINCHA,QUITO,QUITO,URBANA,2017-01-06,06:35:00,6,VIERNES,5,ENERO,1,NO,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",ESTRELLAMIENTOS,VEHICULO DEPORTIVO UTILITARIO,0,0,0,0,0,0,0,0,0,0,0,0,2,2,24,HOMBRE,ILESO,CONDUCTOR PRESENTE,NO,NO,0
102,424,425,2017,0,0,-0.407536,-78.547074,PICHINCHA,MEJIA,TAMBILLO (MEJIA),RURAL,2017-01-06,07:10:00,7,VIERNES,5,ENERO,1,NO,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",COLISION,CAMION,1,0,0,1,0,0,0,0,0,1,0,0,1,4,20,HOMBRE,ILESO,CONDUCTOR PRESENTE,NO,NO,3
103,427,428,2017,0,0,-0.112205,-78.504665,PICHINCHA,QUITO,QUITO,URBANA,2017-01-06,08:30:00,8,VIERNES,5,ENERO,1,NO,NO CEDER EL DERECHO DE VIA O PREFERENCIA DE PASO A VEHICULOS.,CHOQUE LATERAL,AUTOMOVIL,2,0,0,0,0,0,0,0,0,0,0,0,0,2,25,HOMBRE,ILESO,CONDUCTOR PRESENTE,NO,NO,0
104,428,429,2017,0,0,-0.223224,-78.514141,PICHINCHA,QUITO,QUITO,URBANA,2017-01-06,08:50:00,8,VIERNES,5,ENERO,1,NO,NO GUARDAR LA DISTANCIA LATERAL MINIMA DE SEGURIDAD ENTRE VEHICULOS.,ROZAMIENTOS,VEHICULO DEPORTIVO UTILITARIO,0,0,0,0,1,0,0,0,0,0,0,0,1,2,35,HOMBRE,ILESO,CONDUCTOR PRESENTE,NO,NO,0
105,429,430,2017,1,0,-0.104335,-78.500499,PICHINCHA,QUITO,QUITO,URBANA,2017-01-06,08:58:00,8,VIERNES,5,ENERO,1,NO,NO CEDER EL DERECHO DE VIA O PREFERENCIA DE PASO AL PEATON.,ATROPELLOS,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,1,0,0,0,1,34,HOMBRE,LESIONADO,PEATON,NO,NO,0
106,431,432,2017,1,0,-0.188941,-78.491003,PICHINCHA,QUITO,QUITO,URBANA,2017-01-06,09:35:00,9,VIERNES,5,ENERO,1,NO,NO TRANSITAR POR LAS ACERAS O ZONAS DE SEGURIDAD DESTINADAS PARA EL EFECTO.,ATROPELLOS,CAMIONETA,0,0,0,0,1,0,0,0,0,0,0,0,0,1,65,MUJER,LESIONADO,PEATON,NO,NO,0
107,435,436,2017,1,0,-0.224553,-78.407785,PICHINCHA,QUITO,TUMBACO,RURAL,2017-01-06,11:05:00,11,VIERNES,5,ENERO,1,NO,"NO RESPETAR LAS SENIALES REGLAMENTARIAS DE TRANSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",OTROS,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,1,0,0,0,1,34,HOMBRE,LESIONADO,PASAJERO,NO,NO,3
108,436,437,2017,1,0,-0.189551,-78.510824,PICHINCHA,QUITO,QUITO,URBANA,2017-01-06,11:10:00,11,VIERNES,5,ENERO,1,NO,NO TRANSITAR POR LAS ACERAS O ZONAS DE SEGURIDAD DESTINADAS PARA EL EFECTO.,ATROPELLOS,AUTOMOVIL,1,0,0,0,0,0,0,0,0,0,0,0,0,1,77,HOMBRE,LESIONADO,PEATON,NO,NO,0
109,437,438,2017,0,0,-0.159777,-78.480489,PICHINCHA,QUITO,QUITO,URBANA,2017-01-06,11:40:00,11,VIERNES,5,ENERO,1,NO,"NO RESPETAR LAS SENIALES REGLAMENTARIAS DE TRANSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,AUTOMOVIL,1,0,0,0,0,0,0,1,0,1,0,0,0,3,50,HOMBRE,ILESO,CONDUCTOR PRESENTE,NO,NO,0
110,440,441,2017,0,0,-0.207919,-78.493356,PICHINCHA,QUITO,QUITO,URBANA,2017-01-06,12:40:00,12,VIERNES,5,ENERO,1,NO,"NO RESPETAR LAS SENIALES REGLAMENTARIAS DE TRANSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,AUTOMOVIL,1,0,0,0,0,0,0,0,0,0,0,0,1,2,21,HOMBRE,ILESO,CONDUCTOR PRESENTE,NO,NO,0
111,443,444,2017,1,0,-0.278838,-78.544551,PICHINCHA,QUITO,QUITO,URBANA,2017-01-06,13:00:00,13,VIERNES,5,ENERO,1,NO,NO CEDER EL DERECHO DE VIA O PREFERENCIA DE PASO AL PEATON.,ATROPELLOS,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,1,0,0,0,1,13,HOMBRE,LESIONADO,PEATON,NO,NO,0
112,444,445,2017,0,0,-0.191457,-78.512809,PICHINCHA,QUITO,QUITO,URBANA,2017-01-06,13:00:00,13,VIERNES,5,ENERO,1,NO,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",ESTRELLAMIENTOS,AUTOMOVIL,1,0,0,0,0,0,0,0,0,0,0,0,0,1,29,MUJER,ILESO,CONDUCTOR PRESENTE,NO,NO,0
113,447,448,2017,0,0,-0.195664,-78.494778,PICHINCHA,QUITO,QUITO,URBANA,2017-01-06,13:20:00,13,VIERNES,5,ENERO,1,NO,NO GUARDAR LA DISTANCIA LATERAL MINIMA DE SEGURIDAD ENTRE VEHICULOS.,ROZAMIENTOS,AUTOMOVIL,1,0,0,0,0,0,0,0,0,0,0,0,1,2,28,MUJER,ILESO,CONDUCTOR PRESENTE,NO,NO,0
114,449,450,2017,0,0,-0.150289,-78.453334,PICHINCHA,QUITO,QUITO,RURAL,2017-01-06,13:30:00,13,VIERNES,5,ENERO,1,NO,NO CEDER EL DERECHO DE VIA O PREFERENCIA DE PASO A VEHICULOS.,ROZAMIENTOS,AUTOMOVIL,2,0,0,0,0,0,0,0,0,0,0,0,0,2,48,HOMBRE,ILESO,CONDUCTOR PRESENTE,NO,NO,3
115,450,451,2017,1,0,-0.163962,-78.472656,PICHINCHA,QUITO,QUITO,URBANA,2017-01-06,13:35:00,13,VIERNES,5,ENERO,1,NO,NO CEDER EL DERECHO DE VIA O PREFERENCIA DE PASO AL PEATON.,ATROPELLOS,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,1,0,0,0,1,12,HOMBRE,LESIONADO,PEATON,NO,NO,0
116,451,452,2017,1,0,-0.163073,-78.465991,PICHINCHA,QUITO,QUITO,URBANA,2017-01-06,14:00:00,14,VIERNES,5,ENERO,1,NO,CONDUCIR VEHICULO SUPERANDO LOS LIMITES MAXIMOS DE VELOCIDAD.,PERDIDA DE PISTA,MOTOCICLETA,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-1,HOMBRE,LESIONADO,PASAJERO,NO,NO,0
